Classificacao_Verdadeira
Licenciamento de: patente
Licenciamento de: patente
Licenciamento de: patente
Licenciamento de: patente
Licenciamento de: patente
Licenciamento de: patente
Cessão de uso
Licenciamento de: patente
Licenciamento de: patente
Licenciamento de: patente
Licenciamento de: patente
Licenciamento de: patente
Licenciamento de: patente
Licenciamento de: patente
Informações insuficientes
Licenciamento de: patente
Licenciamento de: patente
Licenciamento de: patente
Licenciamento de: patente
Licenciamento de: patente
Licenciamento de: patente
Licenciamento de: patente
Licenciamento de: patente
Licenciamento de: patente
Cessão de uso
Cessão de uso
Cessão de uso
Cessão de uso
Cessão de uso
Cessão de uso
Cessão de uso
Cessão de uso
Cessão de uso
Cessão de uso
Cessão de uso
Cessão de uso
Cessão de uso
Cessão de uso
Cessão de uso
Cessão de uso
Cessão de uso
Cessão de uso
Cessão de uso
Cessão de uso
Cessão de uso
Cessão de uso
Cessão de uso
Licenciamento de: programa de computador
Cessão de uso
Cessão de uso
Licenciamento de: programa de computador
Licenciamento de: patente
Cessão de uso
Licenciamento de: patente
Licenciamento de: patente
Cessão de uso
Licenciamento de: patente
Cessão de uso
Cessão de uso
Licenciamento de: patente
Cessão de uso
Licenciamento de: patente
Licenciamento de: patente
Licenciamento de: patente
Licenciamento de: patente
Licenciamento de: patente
Cessão de uso
Cessão de uso
Cessão de uso
Licenciamento de: patente
Cessão de uso
Licenciamento de: patente
Licenciamento de: patente
Cessão de uso
Cessão de uso
Cessão de uso
Cessão de uso
Licenciamento de: patente
Cessão de uso
Cessão de uso
Cessão de uso
Cessão de uso
Licenciamento de: patente
Licenciamento de: cultivar
Cessão de uso
Cessão de uso
Licenciamento de: patente
Cessão de uso
Cessão de uso
Cessão de uso
Cessão de uso
Cessão de uso
Cessão de uso
Cessão de uso
Licenciamento de: patente
Cessão de uso
Cessão de uso
Cessão de uso
Licenciamento de: programa de computador
Cessão de uso
Cessão de uso
Cessão de uso
Licenciamento de: patente
Licenciamento de: patente
Licenciamento de: patente
Cessão de uso
Cessão de uso
Cessão de uso
Cessão de uso
Cessão de uso
Cessão de uso
Cessão de uso
Cessão de uso
Cessão de uso
Cessão de uso
Cessão de uso
Licenciamento de: patente
Cessão de uso
Cessão de uso
Cessão de uso
Cessão de uso
Licenciamento de: patente
Cessão de uso
Licenciamento de: patente
Licenciamento de: patente
Cessão de uso
Cessão de uso
Cessão de uso
Licenciamento de: patente
Cessão de uso
Cessão de uso
Licenciamento de: patente
Licenciamento de: patente
Cessão de uso
Cessão de uso
Cessão de uso
Cessão de uso
Cessão de uso
Cessão de uso
Cessão de uso
Cessão de uso
Cessão de uso
Licenciamento de: patente
Cessão de uso
Cessão de uso
Licenciamento de: patente
Cessão de uso
Cessão de uso
Cessão de uso
Licenciamento de: patente
Cessão de uso
Cessão de uso
Licenciamento de: patente
Cessão de uso
Licenciamento de: programa de computador
Cessão de uso
Cessão de uso
Licenciamento de: patente
Licenciamento de: patente
Cessão de uso
Cessão de uso
Cessão de uso
Licenciamento de: patente
Cessão de uso
Cessão de uso
Cessão de uso
Licenciamento de: patente
Cessão de uso
Cessão de uso
Licenciamento de: patente
Licenciamento de: patente
Licenciamento de: patente
Licenciamento de: patente
Cessão de uso
Cessão de uso
Cessão de uso
Cessão de uso
Cessão de uso
Cessão de uso
Cessão de uso
Cessão de uso
Cessão de uso
Cessão de uso
Cessão de uso
Licenciamento de: patente
Cessão de uso
Licenciamento de: patente
Licenciamento de: patente
Cessão de uso
Licenciamento de: patente
Cessão de uso
Cessão de uso
Cessão de uso
Cessão de uso
Cessão de uso
Licenciamento de: patente
Cessão de uso
Cessão de uso
Cessão de uso
